pathway,rep,mean_diff,P
Apoptosis,4,-0.10890213999308679,0.4874153102655666
Apoptosis,5,0.04619944855095845,0.6835051522429949
Apoptosis,6,-0.01846963113610899,0.9993609325853882
Apoptosis,7,0.0621169896375815,0.8244199192992413
Apoptosis,8,0.12241383616045035,0.5496321871394099
Apoptosis,9,-0.3819058503007292,0.0064176814306965094
Apoptosis,10,0.10756590017826949,0.3769929705096855
Apoptosis,11,-0.08155602542847805,0.5411157623490658
Apoptosis,12,-0.0035800829113989867,0.7480725654377741
Apoptosis,13,-0.23139360022672772,0.054670642746923064
Apoptosis,14,0.21894137529762087,0.08637476771839014
Apoptosis,15,0.11428189514038073,0.38046340189207084
Apoptosis,16,-0.16800719247844023,0.25172781461044513
Apoptosis,17,-0.2170019228681316,0.1451350816746592
Apoptosis,18,0.014396221337646523,0.9686937303862899
Apoptosis,19,0.07070717727261766,0.33447092091102426
Apoptosis,20,0.020466204083344274,0.795860857923634
Apoptosis,21,0.04552459487266826,0.5887538044929601
Apoptosis,22,-0.33602890418485065,0.016374745277920617
Apoptosis,23,-0.18830705033880096,0.10899967223244765
Apoptosis,24,0.026098396106923664,0.9597558276590519
Apoptosis,25,0.10886966293923483,0.14163015528631775
Apoptosis,26,0.10945794990591548,0.4587656647704442
Apoptosis,27,-0.22059516994915798,0.10724183352831225
Apoptosis,28,-0.07227947856433407,0.7712458255803636
Apoptosis,29,-0.08826066444128634,0.6087850221430913
Apoptosis,30,-0.24982216545420496,0.140332703669037
Apoptosis,31,-0.0077997092165364625,0.737173264367279
Apoptosis,32,-0.10395856642750492,0.3666993351601333
Apoptosis,33,-0.09854769048431854,0.21949956765724232
Apoptosis,34,-0.2913893769175986,0.027905373960335853
Apoptosis,35,0.48130696597743483,0.002647316123495471
Apoptosis,36,-0.015309289150087812,0.9495473377754128
Apoptosis,37,0.09215986186430782,0.41992061635205646
Apoptosis,38,-0.4923016485988473,0.0017713114277656194
Apoptosis,39,0.08647494355362748,0.4367313311149107
Apoptosis,40,0.11505296317984011,0.37612842237144517
Apoptosis,41,0.05971155200779632,0.819435250397095
Apoptosis,42,-0.2555491486604498,0.06123074211960293
Apoptosis,43,-0.34023052615833305,0.02221223883618028
Apoptosis,44,-0.14522731827403387,0.24128008097059161
Apoptosis,45,-0.1878128814513097,0.13356682986213286
Apoptosis,46,0.05814872501046542,0.6764618012456036
Apoptosis,47,-0.08743521942891391,0.33688320853386233
Apoptosis,48,-0.13647452002705301,0.41899797354224744
Apoptosis,49,-0.10024832358307832,0.258415673768558
Necroptosis,0,0.10696695123915242,0.37959395921768635
Necroptosis,1,-0.06685437448250316,0.49245073544272033
Necroptosis,2,0.32441683402784677,0.017941943441223067
Necroptosis,3,-0.20265158773190772,0.1958250562275523
Necroptosis,4,0.033929749084779845,0.8469358594223297
Necroptosis,5,0.14050257231947003,0.24842954466362643
Necroptosis,6,0.03871520179313588,0.9329769304795121
Necroptosis,7,-0.00861377431908924,0.8219266862706189
Necroptosis,8,0.1586968432131912,0.2742621447706284
Necroptosis,9,-0.21484266939516802,0.09210386739388919
Necroptosis,10,-0.14197663636701197,0.22865478018699825
Necroptosis,11,-0.110565030778087,0.3735421290240598
Necroptosis,12,0.05535781230077567,0.746858996697891
Necroptosis,13,0.05026333151809188,0.7872210857063506
Necroptosis,14,0.04729951421395739,0.6531905566226928
Necroptosis,15,-0.021709971331974227,0.7835262605544728
Necroptosis,16,0.16909718595210638,0.2477735348896356
Necroptosis,17,-0.05355280584277342,0.742011022943488
Necroptosis,18,0.1408366848709821,0.4405190135358251
Necroptosis,19,0.19828270568971745,0.3909919056163492
Necroptosis,20,0.005004586268108719,0.9610323875064
Necroptosis,21,-0.24115146353603062,0.04907496146394025
Necroptosis,22,0.13344236623166397,0.25372137302128506
Necroptosis,23,-0.2534469957340932,0.07657640766171457
Necroptosis,24,0.1275970361976848,0.4784220373388438
Necroptosis,25,0.011939579612643195,0.9367985568341359
Necroptosis,26,-0.027648360872720643,0.6893957582246805
Necroptosis,27,-0.17451603526708437,0.2842264297064181
Necroptosis,28,-0.10339882415905938,0.4675545246934032
Necroptosis,29,-0.06387369090605646,0.6313906381508902
Necroptosis,30,-0.37070497327347895,0.008878142178820846
Necroptosis,31,-0.06406185500248504,0.5657764416920884
Necroptosis,32,-0.02647593079024829,0.9317033938650072
Necroptosis,33,0.02973505317706703,0.6741202561853838
Necroptosis,34,-0.3389038555634136,0.007852179900440123
Necroptosis,35,-0.30428739087428375,0.022971782541192472
Necroptosis,36,-0.19479566442702007,0.2835066721232885
Necroptosis,37,0.056895701560631,0.6474239741181849
Necroptosis,38,-0.09768215467863475,0.417156269771382
Necroptosis,39,0.23830591308178226,0.0632530709700407
Necroptosis,40,0.3411265308596156,0.008961814530800824
Necroptosis,41,0.2871428742819144,0.027905373960335853
Necroptosis,42,0.08464952195872626,0.5528427945502905
Necroptosis,43,0.12972684012713334,0.3086730196986601
Necroptosis,44,0.007873000054463092,0.9253383980399034
Necroptosis,45,-0.30526743872067075,0.07525368492262396
Necroptosis,46,0.13567308814220855,0.5389970028985324
Necroptosis,47,-0.15091127090711592,0.1860442195301607
Necroptosis,48,0.2609256903564529,0.04071377287214287
Necroptosis,49,0.27677133482768573,0.08637476771839014
Ferroptosis,0,0.2770633410869769,0.04280493060357036
Ferroptosis,1,-0.23646100291018682,0.16806781165266937
Ferroptosis,2,-0.25058588022217393,0.045849727084757534
Ferroptosis,3,0.15032021556486447,0.1438130286494728
Ferroptosis,4,-0.1205407794435166,0.5592914722164841
Ferroptosis,5,-0.09738855289618287,0.37011090773414634
Ferroptosis,6,0.20802291181249016,0.1740781298802193
Ferroptosis,7,-0.3810109582261104,0.006639045406431099
Ferroptosis,8,-0.1316415680693604,0.3954305054713324
Ferroptosis,9,0.1891776429960465,0.3990032156895619
Ferroptosis,10,0.23299493467218482,0.08520610013128745
Ferroptosis,11,0.28424231404640055,0.05755685976496652
Ferroptosis,12,0.1663719501998736,0.2419239825050914
Ferroptosis,13,-0.09246007527856666,0.5832440641286252
Ferroptosis,14,0.1477936699691837,0.2094452657429865
Ferroptosis,15,-0.12699857295803738,0.6659498029015203
Ferroptosis,16,0.019405052755161106,0.9584793709945251
Ferroptosis,17,0.03983738696529474,0.911352786424659
Ferroptosis,18,0.1431206882548362,0.11441016180016825
Ferroptosis,19,-0.05325661428345987,0.9304300320775496
Ferroptosis,20,-0.018638483199933626,0.9955265510563472
Ferroptosis,21,-0.19247157231327944,0.19197754193722094
Ferroptosis,22,0.07888376363167102,0.42734463077998275
Ferroptosis,23,-0.11444851602883654,0.5211570923643173
Ferroptosis,24,0.11807931146242667,0.33768978434125596
Ferroptosis,25,-0.034150212079548305,0.7012333119388741
Ferroptosis,26,0.21065104105850707,0.15745563668875417
Ferroptosis,27,-0.40222765707811015,0.002294322353878129
Ferroptosis,28,-0.2553461747498131,0.04907496146394025
Ferroptosis,29,-0.011690571810150922,0.8670560859840684
Ferroptosis,30,-0.19441315434322926,0.32023171932990013
Ferroptosis,31,-0.4465264310567504,0.005542312703275823
Ferroptosis,32,-0.07706634950009907,0.5326657745114084
Ferroptosis,33,0.062496876020532804,0.6578188063355158
Ferroptosis,34,0.16837875362683605,0.2129550527594508
Ferroptosis,35,0.13601164781128688,0.4144026808862412
Ferroptosis,36,0.17217183654652707,0.20597756341691742
Ferroptosis,37,0.10761583285563657,0.47346522561944304
Ferroptosis,38,0.11537207649259529,0.4481506127673739
Ferroptosis,39,0.18636663604755566,0.1740781298802193
Ferroptosis,40,0.12382604197428253,0.4884201663069242
Ferroptosis,41,0.5498884205031997,4.101669536969243e-05
Ferroptosis,42,0.00282234122533558,0.9406216397538598
Ferroptosis,43,0.05562017730954502,0.6976742655304919
Ferroptosis,44,-0.2690934557117649,0.11222113192067495
Ferroptosis,45,0.22185031028753288,0.09716169693767805
Ferroptosis,46,-0.16177445323995648,0.258415673768558
Ferroptosis,47,-0.024968354534511995,0.5701197205276549
Ferroptosis,48,-0.10615507802170301,0.47643591713298417
Ferroptosis,49,0.11960450084815352,0.31172802147518475
Autophagy,0,0.33574460415775775,0.021657004273701416
Autophagy,1,0.07591656150746191,0.3990032156895619
Autophagy,2,-0.2350155237853861,0.03125893810794201
Autophagy,3,-0.10880922024265324,0.6166560451965498
Autophagy,4,0.16177126406252967,0.21710323794272546
Autophagy,5,-0.1703811460149737,0.30412775840704853
Autophagy,6,-0.06810078153501091,0.5066970532707187
Autophagy,7,0.07784243988689468,0.6451232285407814
Autophagy,8,-0.09573486967085032,0.6211737132172439
Autophagy,9,-0.13547879328439438,0.3666993351601333
Autophagy,10,0.06622418995228725,0.5614491157651836
Autophagy,11,-0.09947660089485985,0.4144026808862412
Autophagy,12,-0.600111254912352,2.4406648366397636e-05
Autophagy,13,-0.009338792770757555,0.8897941001044716
Autophagy,14,-0.08909526502164454,0.29517122393080475
Autophagy,15,0.17945236238857684,0.1876487887803252
Autophagy,16,0.2978105784810612,0.08815200858689842
Autophagy,17,-0.11428185932476106,0.4784220373388438
Autophagy,18,-0.13546060219736397,0.4616849503086917
Autophagy,19,-0.22984832949553083,0.1411966512969034
Autophagy,20,-0.04032372898359099,0.6087850221430913
Autophagy,21,0.11704531149231204,0.5733875765285608
Autophagy,22,0.020399988236941974,0.7859889405376127
Autophagy,23,-0.33379146157510076,0.011769032181240974
Autophagy,24,-0.1916346954781375,0.1786901758210303
Autophagy,25,0.12957168868635202,0.2988814119929166
Autophagy,26,-0.14701674031101483,0.41899797354224744
Autophagy,27,0.10189078133221953,0.2907598880294987
Autophagy,28,0.006447265081869605,0.96486265346458
Autophagy,29,-0.12465545071843158,0.429212511782892
Autophagy,30,0.02363071613086437,0.9189781778594569
Autophagy,31,-0.06241945681692784,0.9329769304795121
Autophagy,32,-0.10041096934709341,0.46363688972241124
Autophagy,33,-0.35141679442409823,0.025917322288993388
Autophagy,34,-0.2880475793252979,0.07525368492262396
Autophagy,35,-0.2412134698338403,0.03550951570215048
Autophagy,36,0.010164265811640167,0.8569843560089974
Autophagy,37,0.25093215352438214,0.06302567644997259
Autophagy,38,0.16364481448716456,0.17560549484477683
Autophagy,39,-0.18598447840431712,0.13191544952677794
Autophagy,40,-0.08426130969694309,0.30337455859415585
Autophagy,41,-0.16759501074987282,0.25106572931361926
Autophagy,42,-0.17589382137275622,0.19916765486746735
Autophagy,43,-0.1775565228416431,0.21710323794272546
Autophagy,44,-0.13482974619768406,0.3409284828162952
Autophagy,45,-0.19424940696574233,0.4695202014480625
Autophagy,46,0.0516314981649621,0.5108068620957645
Autophagy,47,0.2210301554086483,0.16317935198231837
Autophagy,48,0.17094118749047424,0.16609939488626557
Autophagy,49,-0.35349962012184977,0.044305259325275695
Mitophagy,0,0.24772548319785884,0.14646642364861695
Mitophagy,1,-0.027182895400787194,0.779836310295569
Mitophagy,2,0.06038871586641456,0.30943490782021066
Mitophagy,3,0.2103010586910089,0.08520610013128745
Mitophagy,4,0.09802778937832204,0.29222537926601755
Mitophagy,5,-0.02803868872379407,0.9686937303862899
Mitophagy,6,0.30313092355967214,0.03650239066780022
Mitophagy,7,0.20347521359088303,0.08462657912115926
Mitophagy,8,0.17191450054058022,0.13691752713817884
Mitophagy,9,0.09103588925219874,0.1941692573952668
Mitophagy,10,0.25696419138095244,0.056098295951201735
Mitophagy,11,0.014766258270145913,0.9457211976980907
Mitophagy,12,0.2225889663892991,0.04008802268367892
Mitophagy,13,-0.17874516579721025,0.15604876481480073
Mitophagy,14,-0.15878851324926715,0.41348721225304086
Mitophagy,15,0.19783843748671617,0.09056740147459719
Mitophagy,16,-0.23020633122511597,0.1607756899680155
Mitophagy,17,-0.3753464353351841,0.01371929781948944
Mitophagy,18,0.25881632939422294,0.08696393770668875
Mitophagy,19,-0.3819361035297729,0.0029864401218031946
Mitophagy,20,0.037255259209626065,0.8657959038818899
Mitophagy,21,-0.07647753779851357,0.582145007252795
Mitophagy,22,-0.03619160161646048,0.5026046927982196
Mitophagy,23,0.13922993871444672,0.11113907224822517
Mitophagy,24,-0.22522564449373433,0.11404300753995898
Mitophagy,25,-0.04207965338869739,0.6531905566226928
Mitophagy,26,-0.1589690997276106,0.3624625410301874
Mitophagy,27,-0.005138861477178763,0.9865802156316699
Mitophagy,28,0.026624363405015852,0.7179278968311067
Mitophagy,29,0.11309002938248669,0.3658495153018694
Mitophagy,30,0.04643365288720734,0.9750804208147997
Mitophagy,31,0.04244655525443536,0.8897941001044716
Mitophagy,32,0.05533683728752839,0.37182406403051416
Mitophagy,33,-0.31095662073979485,0.11964857503942423
Mitophagy,34,0.08315072517102204,0.4236231077689574
Mitophagy,35,0.15776952962018362,0.25909117145518135
Mitophagy,36,0.2903342495242508,0.027791573749537057
Mitophagy,37,0.14810711420501999,0.31789762714654735
Mitophagy,38,-0.30694718958676065,0.052293772256897755
Mitophagy,39,0.36735088325589677,0.0038056117958160337
Mitophagy,40,-0.42745166360234166,0.00365314766829398
Mitophagy,41,-0.22589765879905782,0.07818863272306205
Mitophagy,42,-0.04705060964407484,0.7456460552942417
Mitophagy,43,0.0017135639833548856,0.9304300320775496
Mitophagy,44,-0.20831992669902763,0.1528031760915195
Mitophagy,45,0.15825837289865224,0.3633074380500897
Mitophagy,46,0.05177657366006787,0.7263265699621654
Mitophagy,47,-0.49529864018265296,0.00045255912753542396
Mitophagy,48,-0.10883134441872044,0.27496586457851724
Mitophagy,49,0.07822914963690636,0.3304752495287172
MAPK signaling pathway,0,-0.09066041136301567,0.5854450750239764
MAPK signaling pathway,1,0.08706248410742562,0.6121528448864231
MAPK signaling pathway,2,-0.06858336081162854,0.9916922728394197
MAPK signaling pathway,3,0.03279300922324284,0.921521666969221
MAPK signaling pathway,4,-0.06860241201160512,0.879675975749265
MAPK signaling pathway,5,0.0903498854269596,0.5636107771728739
MAPK signaling pathway,6,-0.28497845754326634,0.04346635569079424
MAPK signaling pathway,7,0.1528806689871214,0.19749118016291267
MAPK signaling pathway,8,-0.3770389890687979,0.003542467905460176
MAPK signaling pathway,9,0.1765024686461648,0.17714283369348838
MAPK signaling pathway,10,-0.08750103251814685,0.7700208729947233
MAPK signaling pathway,11,0.01779899214543424,0.6870372315809148
MAPK signaling pathway,12,0.10389271304135897,0.6706138555256127
MAPK signaling pathway,13,0.10470175066401771,0.41807652440964393
MAPK signaling pathway,14,0.24475704604180348,0.0254925497552499
MAPK signaling pathway,15,0.18966127042145253,0.30412775840704853
MAPK signaling pathway,16,-0.1746043828731613,0.15326366155199492
MAPK signaling pathway,17,-0.04447413771102322,0.8683166060584981
MAPK signaling pathway,18,-0.031280024436819924,0.8045257300242006
MAPK signaling pathway,19,-0.019593682847643113,0.8557269905848218
MAPK signaling pathway,20,0.011093234048993386,0.5432386742490749
MAPK signaling pathway,21,0.004081760349299993,0.8784125557438672
MAPK signaling pathway,22,-0.047126914975015415,0.7083710383861914
MAPK signaling pathway,23,0.12830864447336074,0.5539150372664895
MAPK signaling pathway,24,0.019738109397054726,0.8331600359872994
MAPK signaling pathway,25,0.020051049664892462,0.8356610545657042
MAPK signaling pathway,26,0.058475254625300996,0.41348721225304086
MAPK signaling pathway,27,-0.14327255778473613,0.3417412553431025
MAPK signaling pathway,28,0.011852316403490168,0.8219266862706189
MAPK signaling pathway,29,0.036250680911736985,0.7835262605544728
MAPK signaling pathway,30,-0.1661293473231387,0.36077644233570105
MAPK signaling pathway,31,-0.019154948843716563,0.8394156924542152
MAPK signaling pathway,32,0.1359443584788127,0.1695555803401846
MAPK signaling pathway,33,-0.033348863519159076,0.577758482756553
MAPK signaling pathway,34,0.13778881465411846,0.32888566671710184
MAPK signaling pathway,35,-0.3101323531470748,0.03075963678859775
MAPK signaling pathway,36,0.07749792438775728,0.7395908556870263
MAPK signaling pathway,37,-0.16083725052972775,0.32888566671710184
MAPK signaling pathway,38,-0.06149168860627967,0.5701197205276549
MAPK signaling pathway,39,-0.04680709105243283,0.7000462298950013
MAPK signaling pathway,40,0.09087916098281737,0.3482880136156372
MAPK signaling pathway,41,0.05856556277131027,0.6988598802286865
MAPK signaling pathway,42,-0.07186541277711492,0.6336707539636566
MAPK signaling pathway,43,0.24819734513837693,0.04816051389118154
MAPK signaling pathway,44,0.08790817878052438,0.4954853264442981
MAPK signaling pathway,45,0.18111001260256498,0.23807867386842085
MAPK signaling pathway,46,-0.1105535548835573,0.5118370295074162
MAPK signaling pathway,47,0.1629329410329982,0.2611250000774915
MAPK signaling pathway,48,0.26111352250384895,0.08149597293245825
MAPK signaling pathway,49,0.08998448039337065,0.5015843399505999
PI3K-Akt signaling pathway,0,-0.09165828528690573,0.523240018937131
PI3K-Akt signaling pathway,1,-0.1627887799724662,0.1786901758210303
PI3K-Akt signaling pathway,2,0.010348091525383029,0.9980827993960729
PI3K-Akt signaling pathway,3,-0.09425500782767363,0.57557106961808
PI3K-Akt signaling pathway,4,-0.07860793738398655,0.7884537637544435
PI3K-Akt signaling pathway,5,0.051169474077895884,0.44337209411357226
PI3K-Akt signaling pathway,6,0.2580863905941351,0.050191490318890766
PI3K-Akt signaling pathway,7,0.12900785688084654,0.29369582403333283
PI3K-Akt signaling pathway,8,-0.07478792645969692,0.5887538044929601
PI3K-Akt signaling pathway,9,-0.29937937875320775,0.10043400879993451
PI3K-Akt signaling pathway,10,0.15533168628662006,0.523240018937131
PI3K-Akt signaling pathway,11,-0.007363285760057194,0.9342506386766034
PI3K-Akt signaling pathway,12,-0.020197587465204246,0.9138937117801275
PI3K-Akt signaling pathway,13,-0.0972700132173567,0.6393862462700948
PI3K-Akt signaling pathway,14,-0.01837771549551274,0.9227937142383331
PI3K-Akt signaling pathway,15,-0.22376432438326044,0.25172781461044513
PI3K-Akt signaling pathway,16,0.027002007075980553,0.8008092051487551
PI3K-Akt signaling pathway,17,0.011250693344296115,0.8683166060584981
PI3K-Akt signaling pathway,18,-0.27705220420823695,0.09087303387457447
PI3K-Akt signaling pathway,19,-0.03399230123113341,0.8469358594223297
PI3K-Akt signaling pathway,20,-0.20367622604273317,0.3830790620653024
PI3K-Akt signaling pathway,21,-0.2503887087283529,0.138617013470803
PI3K-Akt signaling pathway,22,0.0405581130583455,0.8181902139766017
PI3K-Akt signaling pathway,23,-0.1477527606187739,0.2577413978845209
PI3K-Akt signaling pathway,24,-0.10163938216808499,0.7456460552942417
PI3K-Akt signaling pathway,25,-0.24416961410948082,0.138617013470803
PI3K-Akt signaling pathway,26,-0.2139904014387756,0.08093699655803702
PI3K-Akt signaling pathway,27,-0.2244056448583139,0.07343326970806664
PI3K-Akt signaling pathway,28,0.1848703945687678,0.22741861413283337
PI3K-Akt signaling pathway,29,-0.17496264494731054,0.2892993486282861
PI3K-Akt signaling pathway,30,0.15253691630638258,0.23364726978624328
PI3K-Akt signaling pathway,31,-0.06229484562911575,0.9444460914677102
PI3K-Akt signaling pathway,32,3.151060239108729e-05,0.7143388051085799
PI3K-Akt signaling pathway,33,0.23719150122734323,0.08578882576154444
