pathway,rep,drug,rho
Cell cycle,14,Gefitinib,0.054920441179887286
Cell cycle,14,Gemcitabine,0.032979868930550306
Cell cycle,14,5-Fluorouracil,0.029965878880492347
Cell cycle,14,Palbociclib,0.10454251696994037
Cell cycle,14,Docetaxel,0.03618918206726863
Cell cycle,14,Cisplatin,-0.0023106344577530024
Cell cycle,14,AZD7762,0.014871107833365269
Cell cycle,14,AZD6738,-0.0009849186630078804
Cell cycle,14,Talazoparib,0.00917292918297712
Cell cycle,14,Niraparib,-0.00441851590037728
Cell cycle,14,Olaparib,0.0022084068199912537
Cell cycle,14,Ribociclib,0.032581885050956244
Cell cycle,14,Trametinib,0.09881527277227597
Cell cycle,14,Erlotinib,0.004569073931239261
Cell cycle,14,Selumetinib,0.06325102750967815
Cell cycle,15,MK-1775,-0.03406892452338434
Cell cycle,15,Paclitaxel,-0.0231313033954804
Cell cycle,15,Gefitinib,0.0006147230341825388
Cell cycle,15,Gemcitabine,-0.0626605961913994
Cell cycle,15,5-Fluorouracil,-0.026009894733597397
Cell cycle,15,Palbociclib,-0.07091134921682997
Cell cycle,15,Docetaxel,-0.01469707479603973
Cell cycle,15,Cisplatin,-0.05694054119458653
Cell cycle,15,AZD7762,-0.04702390824724458
Cell cycle,15,AZD6738,-0.02753569513528484
Cell cycle,15,Talazoparib,-0.025264902772177057
Cell cycle,15,Niraparib,-0.05941243031946596
Cell cycle,15,Olaparib,-0.06193886078753467
Cell cycle,15,Ribociclib,0.01622705025187703
Cell cycle,15,Trametinib,0.044927574571082145
Cell cycle,15,Erlotinib,0.013696249115227157
Cell cycle,15,Selumetinib,0.046325590425567394
Cell cycle,16,MK-1775,0.013627284565720016
Cell cycle,16,Paclitaxel,-0.03687710209030676
Cell cycle,16,Gefitinib,0.003481375546017274
Cell cycle,16,Gemcitabine,-0.023057554114052824
Cell cycle,16,5-Fluorouracil,-0.024297374769418477
Cell cycle,16,Palbociclib,-0.02258065679290839
Cell cycle,16,Docetaxel,-0.03954265806777491
Cell cycle,16,Cisplatin,-0.03278565022091429
Cell cycle,16,AZD7762,0.011842694576989441
Cell cycle,16,AZD6738,0.0025487898883892264
Cell cycle,16,Talazoparib,-0.03845134790268868
Cell cycle,16,Niraparib,-0.05626966657089535
Cell cycle,16,Olaparib,-0.08596189559116858
Cell cycle,16,Ribociclib,-0.03475942114865311
Cell cycle,16,Trametinib,0.08559393130367153
Cell cycle,16,Erlotinib,-0.0012079377782419375
Cell cycle,16,Selumetinib,0.04893184310403963
Cell cycle,17,MK-1775,0.12262570905471408
Cell cycle,17,Paclitaxel,0.05671538275209958
Cell cycle,17,Gefitinib,0.05080278830252664
Cell cycle,17,Gemcitabine,0.13575692273647097
Cell cycle,17,5-Fluorouracil,0.08499133112392201
Cell cycle,17,Palbociclib,0.1628291094051331
Cell cycle,17,Docetaxel,0.02604082311444655
Cell cycle,17,Cisplatin,0.08750198117806081
Cell cycle,17,AZD7762,0.10883229307587182
Cell cycle,17,AZD6738,0.10442037918540399
Cell cycle,17,Talazoparib,0.07606697796561941
Cell cycle,17,Niraparib,0.057095055830690425
Cell cycle,17,Olaparib,0.0032687770248214865
Cell cycle,17,Ribociclib,0.04063778636217982
Cell cycle,17,Trametinib,0.15894943849560667
Cell cycle,17,Erlotinib,0.056403040973177665
Cell cycle,17,Selumetinib,0.137454720448587
Cell cycle,18,MK-1775,-0.054468767087301334
Cell cycle,18,Paclitaxel,-0.03657453680689535
Cell cycle,18,Gefitinib,-0.006323046236382779
Cell cycle,18,Gemcitabine,-0.060517335336786465
Cell cycle,18,5-Fluorouracil,0.012363310215563673
Cell cycle,18,Palbociclib,-0.05037057547656146
Cell cycle,18,Docetaxel,-0.05701379622823837
Cell cycle,18,Cisplatin,-0.080360814793839
Cell cycle,18,AZD7762,-0.062022984655962815
Cell cycle,18,AZD6738,-0.03556649960744495
Cell cycle,18,Talazoparib,-0.04345974303689235
Cell cycle,18,Niraparib,-0.09987759827620832
Cell cycle,18,Olaparib,-0.09648623549944434
Cell cycle,18,Ribociclib,-0.03260900619967836
Cell cycle,18,Trametinib,0.09525853769851174
Cell cycle,18,Erlotinib,-0.018538075769450452
Cell cycle,18,Selumetinib,0.04774090492622656
Cell cycle,19,MK-1775,0.11274585873401052
Cell cycle,19,Paclitaxel,0.028727277411625656
Cell cycle,19,Gefitinib,0.10276394180017717
Cell cycle,19,Gemcitabine,0.08752040699665826
Cell cycle,19,5-Fluorouracil,0.05148297935135138
Cell cycle,19,Palbociclib,0.08715771101621099
Cell cycle,19,Docetaxel,-0.012161166863621838
Cell cycle,19,Cisplatin,0.06611701291946628
Cell cycle,19,AZD7762,0.11756422179900859
Cell cycle,19,AZD6738,0.1050874122214475
Cell cycle,19,Talazoparib,0.06316786978904163
Cell cycle,19,Niraparib,0.044968244792405895
Cell cycle,19,Olaparib,0.012585478200600344
Cell cycle,19,Ribociclib,0.045076338327473944
Cell cycle,19,Trametinib,0.011187692381303566
Cell cycle,19,Erlotinib,0.0996793769542927
Cell cycle,19,Selumetinib,-0.005268541928858858
Cell cycle,20,MK-1775,0.05747072629700165
Cell cycle,20,Paclitaxel,-0.01228334998404706
Cell cycle,20,Gefitinib,0.03255517796557339
Cell cycle,20,Gemcitabine,0.03417002498872253
Cell cycle,20,5-Fluorouracil,0.027751583159675932
Cell cycle,20,Palbociclib,0.0793043556432828
Cell cycle,20,Docetaxel,0.0009066031883026831
Cell cycle,20,Cisplatin,0.004086368091726991
Cell cycle,20,AZD7762,0.07645316104004429
Cell cycle,20,AZD6738,0.04914322243873646
Cell cycle,20,Talazoparib,-0.0077221432562539095
Cell cycle,20,Niraparib,-0.004800167281589065
Cell cycle,20,Olaparib,-0.05493474936861091
Cell cycle,20,Ribociclib,0.014074058908791277
Cell cycle,20,Trametinib,0.1534619030673122
Cell cycle,20,Erlotinib,0.06284993815503957
Cell cycle,20,Selumetinib,0.11583405813587302
Cell cycle,21,MK-1775,0.05803711893808395
Cell cycle,21,Paclitaxel,0.0041366077768916305
Cell cycle,21,Gefitinib,-0.04564201785947196
Cell cycle,21,Gemcitabine,0.04575623033055367
Cell cycle,21,5-Fluorouracil,0.014765613695927066
Cell cycle,21,Palbociclib,0.07009688662380395
Cell cycle,21,Docetaxel,0.008143958828209716
Cell cycle,21,Cisplatin,0.05047220473315803
Cell cycle,21,AZD7762,0.07285600878366363
Cell cycle,21,AZD6738,0.06038955078958427
Cell cycle,21,Talazoparib,0.05206407124097773
Cell cycle,21,Niraparib,0.04958399286338831
Cell cycle,21,Olaparib,-0.0020343391928663327
Cell cycle,21,Ribociclib,-0.011829421546613985
Cell cycle,21,Trametinib,0.011834988398175268
Cell cycle,21,Erlotinib,0.0043807901294661035
Cell cycle,21,Selumetinib,0.020001283596351734
Cell cycle,22,MK-1775,-0.08190023327868463
Cell cycle,22,Paclitaxel,-0.12444305605428461
Cell cycle,22,Gefitinib,-0.08403739820080276
Cell cycle,22,Gemcitabine,-0.07949622753792647
Cell cycle,22,5-Fluorouracil,-0.09839773590166088
Cell cycle,22,Palbociclib,-0.09015023880039316
Cell cycle,22,Docetaxel,-0.09994702347087574
Cell cycle,22,Cisplatin,-0.05993302295452135
Cell cycle,22,AZD7762,-0.09047090733469498
Cell cycle,22,AZD6738,-0.06668207135645539
Cell cycle,22,Talazoparib,-0.07125128330880774
Cell cycle,22,Niraparib,-0.11408558367173424
Cell cycle,22,Olaparib,-0.10077043385326652
Cell cycle,22,Ribociclib,-0.10854709544919085
Cell cycle,22,Trametinib,0.05286776818249887
Cell cycle,22,Erlotinib,-0.06271453944309861
Cell cycle,22,Selumetinib,-0.010609475931533245
Cell cycle,23,MK-1775,0.09806574911764253
Cell cycle,23,Paclitaxel,0.02206387111036375
Cell cycle,23,Gefitinib,0.03576911460146059
Cell cycle,23,Gemcitabine,0.10409306211571183
Cell cycle,23,5-Fluorouracil,0.06954582542491525
Cell cycle,23,Palbociclib,0.11853271663122619
Cell cycle,23,Docetaxel,0.012558713678644026
Cell cycle,23,Cisplatin,0.0650073461737442
Cell cycle,23,AZD7762,0.07236591881460107
Cell cycle,23,AZD6738,0.043540531395087505
Cell cycle,23,Talazoparib,0.04384903158636176
Cell cycle,23,Niraparib,0.026871445525021964
Cell cycle,23,Olaparib,0.0032637162506748653
Cell cycle,23,Ribociclib,0.06671347115968329
Cell cycle,23,Trametinib,0.09188647487406149
Cell cycle,23,Erlotinib,0.0655804558423302
Cell cycle,23,Selumetinib,0.0786021267673316
Cell cycle,24,MK-1775,0.00494426132365468
Cell cycle,24,Paclitaxel,-0.018370541141678444
Cell cycle,24,Gefitinib,-0.03956145171526888
Cell cycle,24,Gemcitabine,0.013795900358877898
Cell cycle,24,5-Fluorouracil,-0.0009174953492635768
Cell cycle,24,Palbociclib,-0.019246561257143233
Cell cycle,24,Docetaxel,-0.008445557965563951
Cell cycle,24,Cisplatin,0.03849277724013442
Cell cycle,24,AZD7762,0.01031388071433287
Cell cycle,24,AZD6738,-0.008644032277617507
Cell cycle,24,Talazoparib,0.041378453662056676
Cell cycle,24,Niraparib,-0.00935010228514656
Cell cycle,24,Olaparib,0.00816542106446023
Cell cycle,24,Ribociclib,-0.0305783705733466
Cell cycle,24,Trametinib,0.03006783047602792
Cell cycle,24,Erlotinib,-0.040250246080142875
Cell cycle,24,Selumetinib,0.003465825167275838
Cell cycle,25,MK-1775,0.004757495754125508
Cell cycle,25,Paclitaxel,0.0039579624495159026
Cell cycle,25,Gefitinib,0.08756156029187784
Cell cycle,25,Gemcitabine,0.06308514913526322
Cell cycle,25,5-Fluorouracil,0.09404685034669752
Cell cycle,25,Palbociclib,0.06519911538357515
Cell cycle,25,Docetaxel,-0.02468074005472043
Cell cycle,25,Cisplatin,0.02209177437872671
Cell cycle,25,AZD7762,0.03264910133303091
Cell cycle,25,AZD6738,-0.01643290874205027
Cell cycle,25,Talazoparib,0.010667306777917818
Cell cycle,25,Niraparib,-0.006051167647114979
Cell cycle,25,Olaparib,-0.04269172455310489
Cell cycle,25,Ribociclib,0.061835436966792806
Cell cycle,25,Trametinib,0.1760225351672045
Cell cycle,25,Erlotinib,0.054014792642830566
Cell cycle,25,Selumetinib,0.150974210524984
Cell cycle,26,MK-1775,-0.09470946670712219
Cell cycle,26,Paclitaxel,-0.10795440978606496
Cell cycle,26,Gefitinib,-0.016516848582327638
Cell cycle,26,Gemcitabine,-0.10203339604859354
Cell cycle,26,5-Fluorouracil,-0.08488284652903354
Cell cycle,26,Palbociclib,-0.13514042920851352
Cell cycle,26,Docetaxel,-0.07316517649774863
Cell cycle,26,Cisplatin,-0.11344781111166573
Cell cycle,26,AZD7762,-0.11140473058163707
Cell cycle,26,AZD6738,-0.07856679336238065
Cell cycle,26,Talazoparib,-0.04461764816163929
Cell cycle,26,Niraparib,-0.08268690761625805
Cell cycle,26,Olaparib,-0.09000945674659853
Cell cycle,26,Ribociclib,-0.0859650010662131
Cell cycle,26,Trametinib,0.10434959735790784
Cell cycle,26,Erlotinib,-0.006746195965596857
Cell cycle,26,Selumetinib,0.03782268473608408
Cell cycle,27,MK-1775,0.14978704492426206
Cell cycle,27,Paclitaxel,0.08749342386904925
Cell cycle,27,Gefitinib,-0.00134885733470649
Cell cycle,27,Gemcitabine,0.12661265593797882
Cell cycle,27,5-Fluorouracil,0.04579241486570201
Cell cycle,27,Palbociclib,0.014505029917830453
Cell cycle,27,Docetaxel,0.06453784472520022
Cell cycle,27,Cisplatin,0.11054127049814809
Cell cycle,27,AZD7762,0.14615681360777757
Cell cycle,27,AZD6738,0.09717917049771102
Cell cycle,27,Talazoparib,0.09017195360374276
Cell cycle,27,Niraparib,0.10977389611288838
Cell cycle,27,Olaparib,0.06701299997860673
Cell cycle,27,Ribociclib,-0.036150328915814246
Cell cycle,27,Trametinib,-0.0826347126319913
Cell cycle,27,Erlotinib,0.030235388107318774
Cell cycle,27,Selumetinib,-0.056372492300147146
Cell cycle,28,MK-1775,0.08217931196935195
Cell cycle,28,Paclitaxel,0.034178835336441414
Cell cycle,28,Gefitinib,0.13790243793593104
Cell cycle,28,Gemcitabine,0.07802904010226444
Cell cycle,28,5-Fluorouracil,0.07909251578213917
Cell cycle,28,Palbociclib,0.0707700731050108
Cell cycle,28,Docetaxel,0.020824625662729225
Cell cycle,28,Cisplatin,0.03024399142336803
Cell cycle,28,AZD7762,0.06510610028015985
Cell cycle,28,AZD6738,0.012041191941131233
Cell cycle,28,Talazoparib,-0.02241481279391308
Cell cycle,28,Niraparib,-0.03989916637548045
Cell cycle,28,Olaparib,-0.05375625609449477
Cell cycle,28,Ribociclib,0.04881210978843433
Cell cycle,28,Trametinib,0.11512557275886492
Cell cycle,28,Erlotinib,0.13622647056320203
Cell cycle,28,Selumetinib,0.10623809424127609
Cell cycle,29,MK-1775,0.10068739115022424
Cell cycle,29,Paclitaxel,0.0043806521083530146
Cell cycle,29,Gefitinib,0.042834714426265776
Cell cycle,29,Gemcitabine,0.07025996966756004
Cell cycle,29,5-Fluorouracil,0.019614065363578667
Cell cycle,29,Palbociclib,0.01016469145129828
Cell cycle,29,Docetaxel,0.011049464300088406
Cell cycle,29,Cisplatin,0.05778633457560002
Cell cycle,29,AZD7762,0.04939941262814972
Cell cycle,29,AZD6738,0.02879102016235423
Cell cycle,29,Talazoparib,0.08151529239427754
Cell cycle,29,Niraparib,0.05693488232894986
Cell cycle,29,Olaparib,0.022256410563123837
Cell cycle,29,Ribociclib,0.04043843786784064
Cell cycle,29,Trametinib,0.058177992487510814
Cell cycle,29,Erlotinib,0.07161694724441997
Cell cycle,29,Selumetinib,0.05216742605116305
Cell cycle,30,MK-1775,0.05005321864085549
Cell cycle,30,Paclitaxel,-0.03154928009337588
Cell cycle,30,Gefitinib,-0.0677374267941767
Cell cycle,30,Gemcitabine,-0.034921158889675355
Cell cycle,30,5-Fluorouracil,-0.0409967102667695
Cell cycle,30,Palbociclib,-0.009122022448225535
Cell cycle,30,Docetaxel,-0.06871258085859128
Cell cycle,30,Cisplatin,-0.01909604912263429
Cell cycle,30,AZD7762,0.0029904114432384725
Cell cycle,30,AZD6738,0.0013285222240446118
Cell cycle,30,Talazoparib,-0.03759934357158615
Cell cycle,30,Niraparib,-0.04211063266347853
Cell cycle,30,Olaparib,-0.03363620533032938
Cell cycle,30,Ribociclib,-0.021512683795240156
Cell cycle,30,Trametinib,0.07740214820661116
Cell cycle,30,Erlotinib,-0.04486045030308286
Cell cycle,30,Selumetinib,0.039751805833738385
Cell cycle,31,MK-1775,0.07478885645137136
Cell cycle,31,Paclitaxel,0.03760836095097467
Cell cycle,31,Gefitinib,0.03541934609737251
Cell cycle,31,Gemcitabine,0.04694546624797195
Cell cycle,31,5-Fluorouracil,-0.009018805606693655
Cell cycle,31,Palbociclib,0.0346993591604921
Cell cycle,31,Docetaxel,0.04112535768243549
Cell cycle,31,Cisplatin,0.0655356679911326
Cell cycle,31,AZD7762,0.05543006113645204
Cell cycle,31,AZD6738,0.07120281489459443
Cell cycle,31,Talazoparib,0.06370355273246148
Cell cycle,31,Niraparib,0.0679478859881196
Cell cycle,31,Olaparib,0.09017480604007994
Cell cycle,31,Ribociclib,0.051399660606082906
Cell cycle,31,Trametinib,0.025391169087135255
Cell cycle,31,Erlotinib,0.05375940757657699
Cell cycle,31,Selumetinib,0.037872579368466
Cell cycle,32,MK-1775,-0.06272024431577299
Cell cycle,32,Paclitaxel,-0.10445233107308424
Cell cycle,32,Gefitinib,-0.02602864260145874
Cell cycle,32,Gemcitabine,-0.08586040406600998
Cell cycle,32,5-Fluorouracil,-0.1226449169929524
