pathway,rep,drug,rho
Cell cycle,21,Palbociclib,0.00498541464754477
Cell cycle,21,Docetaxel,0.03794445408132144
Cell cycle,21,Cisplatin,0.026135217904282814
Cell cycle,21,AZD7762,0.02978569231735378
Cell cycle,21,AZD6738,0.03932430843946198
Cell cycle,21,Talazoparib,0.018667447559453168
Cell cycle,21,Niraparib,0.014099891860457894
Cell cycle,21,Olaparib,0.006830365841062708
Cell cycle,21,Ribociclib,-0.019065546456641474
Cell cycle,21,Trametinib,0.04508611482298446
Cell cycle,21,Erlotinib,0.04125793822681056
Cell cycle,21,Selumetinib,0.041333550793264846
Cell cycle,22,MK-1775,-0.004905914457734599
Cell cycle,22,Paclitaxel,-0.046603495936773445
Cell cycle,22,Gefitinib,-0.0554057924240671
Cell cycle,22,Gemcitabine,-0.014432016665589334
Cell cycle,22,5-Fluorouracil,-0.025125570458513036
Cell cycle,22,Palbociclib,-0.011563581447544624
Cell cycle,22,Docetaxel,-0.029409561949796444
Cell cycle,22,Cisplatin,-0.006827881461027093
Cell cycle,22,AZD7762,-0.028077289983048707
Cell cycle,22,AZD6738,-0.003421497386455206
Cell cycle,22,Talazoparib,-0.024935193336524688
Cell cycle,22,Niraparib,-0.04809952978507122
Cell cycle,22,Olaparib,-0.03384620445389531
Cell cycle,22,Ribociclib,-0.02895165373447176
Cell cycle,22,Trametinib,0.06542847159329962
Cell cycle,22,Erlotinib,-0.035076432641901224
Cell cycle,22,Selumetinib,0.031271995677178734
Cell cycle,23,MK-1775,0.02967552846558938
Cell cycle,23,Paclitaxel,-0.014651010165024944
Cell cycle,23,Gefitinib,-0.036846990484134354
Cell cycle,23,Gemcitabine,0.022419022437862316
Cell cycle,23,5-Fluorouracil,-0.005574373711946716
Cell cycle,23,Palbociclib,0.006123525250867896
Cell cycle,23,Docetaxel,0.013843655743620124
Cell cycle,23,Cisplatin,0.05134808671682507
Cell cycle,23,AZD7762,-0.01608341628018838
Cell cycle,23,AZD6738,-0.037229216953317344
Cell cycle,23,Talazoparib,0.013988048751817564
Cell cycle,23,Niraparib,-0.015529238507614507
Cell cycle,23,Olaparib,-0.0015743378264573128
Cell cycle,23,Ribociclib,0.005567196614066054
Cell cycle,23,Trametinib,0.04104372945929539
Cell cycle,23,Erlotinib,-0.0015518173815048486
Cell cycle,23,Selumetinib,0.025800240662814188
Cell cycle,24,MK-1775,0.024086685540287096
Cell cycle,24,Paclitaxel,-0.010894558540619959
Cell cycle,24,Gefitinib,-0.019482163186502637
Cell cycle,24,Gemcitabine,0.04685545347871864
Cell cycle,24,5-Fluorouracil,-0.010325589505426645
Cell cycle,24,Palbociclib,0.013439173367625292
Cell cycle,24,Docetaxel,0.00573497281176711
Cell cycle,24,Cisplatin,0.048076204216959066
Cell cycle,24,AZD7762,0.017341202683774537
Cell cycle,24,AZD6738,0.00016608540608456876
Cell cycle,24,Talazoparib,0.05693920699049333
Cell cycle,24,Niraparib,0.023268772424117717
Cell cycle,24,Olaparib,0.02130852756546169
Cell cycle,24,Ribociclib,-0.036159783362060896
Cell cycle,24,Trametinib,0.019944809957579208
Cell cycle,24,Erlotinib,0.00469908981976973
Cell cycle,24,Selumetinib,0.005532530311161699
Cell cycle,25,MK-1775,-0.0119294408465663
Cell cycle,25,Paclitaxel,-0.014974186601324404
Cell cycle,25,Gefitinib,0.024904874698682654
Cell cycle,25,Gemcitabine,0.02930981852293945
Cell cycle,25,5-Fluorouracil,0.018669701904300298
Cell cycle,25,Palbociclib,0.01217786741840173
Cell cycle,25,Docetaxel,-0.0053034843044890935
Cell cycle,25,Cisplatin,0.013905972196566906
Cell cycle,25,AZD7762,-0.003394882315147748
Cell cycle,25,AZD6738,-0.020298581073946883
Cell cycle,25,Talazoparib,0.004422771551364212
Cell cycle,25,Niraparib,-0.01844817801779138
Cell cycle,25,Olaparib,-0.01638453234191234
Cell cycle,25,Ribociclib,-0.0005857386004337082
Cell cycle,25,Trametinib,0.09259277491677902
Cell cycle,25,Erlotinib,0.012657847270897029
Cell cycle,25,Selumetinib,0.08050962455726852
Cell cycle,26,MK-1775,0.0052706352490740505
Cell cycle,26,Paclitaxel,-0.03285291251002666
Cell cycle,26,Gefitinib,0.020803140256365017
Cell cycle,26,Gemcitabine,-0.015205049916485724
Cell cycle,26,5-Fluorouracil,-0.0547853185101725
Cell cycle,26,Palbociclib,-0.07086684890936205
Cell cycle,26,Docetaxel,0.0026906756081191588
Cell cycle,26,Cisplatin,-0.011106719994957628
Cell cycle,26,AZD7762,-0.030380103244393296
Cell cycle,26,AZD6738,0.0011738695668276377
Cell cycle,26,Talazoparib,0.023164957543555437
Cell cycle,26,Niraparib,0.01216909150592766
Cell cycle,26,Olaparib,0.017120805969689182
Cell cycle,26,Ribociclib,-0.036774851449026154
Cell cycle,26,Trametinib,0.03438602803070785
Cell cycle,26,Erlotinib,0.04612999150480048
Cell cycle,26,Selumetinib,0.03448266581338947
Cell cycle,27,MK-1775,0.056373527458495325
Cell cycle,27,Paclitaxel,0.027656877672577573
Cell cycle,27,Gefitinib,-0.04531387266310127
Cell cycle,27,Gemcitabine,0.03352045162348484
Cell cycle,27,5-Fluorouracil,0.0024903609505146
Cell cycle,27,Palbociclib,-0.03644651093234476
Cell cycle,27,Docetaxel,0.04144699288482181
Cell cycle,27,Cisplatin,0.04052555219371907
Cell cycle,27,AZD7762,0.06298338156787843
Cell cycle,27,AZD6738,0.04027023613802203
Cell cycle,27,Talazoparib,-0.003099609147211249
Cell cycle,27,Niraparib,0.04660098855321899
Cell cycle,27,Olaparib,0.02466101439537206
Cell cycle,27,Ribociclib,-0.02208510335826071
Cell cycle,27,Trametinib,-0.014767545991510322
Cell cycle,27,Erlotinib,-0.021362355799566655
Cell cycle,27,Selumetinib,-0.006647257831030412
Cell cycle,28,MK-1775,0.020575382416248213
Cell cycle,28,Paclitaxel,-0.04966901386905155
Cell cycle,28,Gefitinib,0.05338125273023014
Cell cycle,28,Gemcitabine,0.049661330693756216
Cell cycle,28,5-Fluorouracil,0.006310670343242405
Cell cycle,28,Palbociclib,-0.007851434579093314
Cell cycle,28,Docetaxel,-0.01516904949672355
Cell cycle,28,Cisplatin,0.015343324068282725
Cell cycle,28,AZD7762,0.0029119004334092983
Cell cycle,28,AZD6738,-0.03321491888614201
Cell cycle,28,Talazoparib,-0.008769838522198741
Cell cycle,28,Niraparib,-0.043168104424933885
Cell cycle,28,Olaparib,-0.057107454727349634
Cell cycle,28,Ribociclib,-0.009087632135087703
Cell cycle,28,Trametinib,0.040109901611649526
Cell cycle,28,Erlotinib,0.07976829015534505
Cell cycle,28,Selumetinib,0.005026337878905335
Cell cycle,29,MK-1775,0.04418032826481467
Cell cycle,29,Paclitaxel,-0.027335955581125244
Cell cycle,29,Gefitinib,-0.01654785732573512
Cell cycle,29,Gemcitabine,0.051284366969615344
Cell cycle,29,5-Fluorouracil,-0.0547652134346991
Cell cycle,29,Palbociclib,-0.03521818052757984
Cell cycle,29,Docetaxel,0.0018366009554086043
Cell cycle,29,Cisplatin,0.019382442932295352
Cell cycle,29,AZD7762,-0.014389368141644626
Cell cycle,29,AZD6738,0.00012178062878278489
Cell cycle,29,Talazoparib,0.04405222166834861
Cell cycle,29,Niraparib,0.020496641371230556
Cell cycle,29,Olaparib,-0.020764034274322943
Cell cycle,29,Ribociclib,-0.029802369868518787
Cell cycle,29,Trametinib,0.028415073653816826
Cell cycle,29,Erlotinib,0.018082997156074962
Cell cycle,29,Selumetinib,0.03080109064283563
Cell cycle,30,MK-1775,0.08937474365453682
Cell cycle,30,Paclitaxel,0.03251740618762452
Cell cycle,30,Gefitinib,-0.05348594174450865
Cell cycle,30,Gemcitabine,0.06141053897014626
Cell cycle,30,5-Fluorouracil,0.03511452646911398
Cell cycle,30,Palbociclib,0.060598388583942425
Cell cycle,30,Docetaxel,0.007914234185910266
Cell cycle,30,Cisplatin,0.07004900439620247
Cell cycle,30,AZD7762,0.031749157668648574
Cell cycle,30,AZD6738,0.02359643454659259
Cell cycle,30,Talazoparib,0.0547860316192568
Cell cycle,30,Niraparib,0.057457844326446614
Cell cycle,30,Olaparib,0.04520278867058294
Cell cycle,30,Ribociclib,0.007377412522793611
Cell cycle,30,Trametinib,0.05097715497539658
Cell cycle,30,Erlotinib,-0.03819499668864346
Cell cycle,30,Selumetinib,0.06305080488162274
Cell cycle,31,MK-1775,0.0647266572367575
Cell cycle,31,Paclitaxel,0.05180755900230058
Cell cycle,31,Gefitinib,0.004794991489848202
Cell cycle,31,Gemcitabine,0.04675005135535582
Cell cycle,31,5-Fluorouracil,0.008799075994654902
Cell cycle,31,Palbociclib,0.009938819898428078
Cell cycle,31,Docetaxel,0.07494368206597181
Cell cycle,31,Cisplatin,0.03871940790782766
Cell cycle,31,AZD7762,0.0549295965803889
Cell cycle,31,AZD6738,0.07376285350370046
Cell cycle,31,Talazoparib,0.04621508152102027
Cell cycle,31,Niraparib,0.048126581923236794
Cell cycle,31,Olaparib,0.06994604064583758
Cell cycle,31,Ribociclib,0.0009456976633715658
Cell cycle,31,Trametinib,-0.018825504737459687
Cell cycle,31,Erlotinib,0.03841203488897697
Cell cycle,31,Selumetinib,-0.007703303374317169
Cell cycle,32,MK-1775,0.025066451415072962
Cell cycle,32,Paclitaxel,-0.009044086473907913
Cell cycle,32,Gefitinib,0.03335514833704111
Cell cycle,32,Gemcitabine,0.01869328051111978
Cell cycle,32,5-Fluorouracil,-0.007497076827842355
